Indecent,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,0,6,1,0,0,152,8,0,0,24,1
Indecent,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",0,1,0,7,0,155,5,0,0,30,1
Malicious,URGENT! We are trying to contact you. Last weekends draw shows that you have won a ???ś900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,0,0,0,3,0,157,3,1,1,27,5
Malicious,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ???ś1000 cash or ???ś5000 prize!,0,1,0,0,0,149,2,0,1,24,5
Promotional,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0,0,1,0,0,72,0,0,0,10,1
Malicious,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY ???ś1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0,2,1,2,0,143,4,0,3,21,5
Promotional,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0,0,0,8,0,137,3,0,0,30,1
Indecent,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0,1,0,4,0,157,5,0,3,34,1
Indecent,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0,3,0,3,0,145,2,1,0,25,1
Malicious,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,0,0,5,0,150,2,0,1,23,1
Promotional,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,0,0,0,3,0,154,3,1,0,27,1
Indecent,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,0,0,0,6,0,121,1,0,0,25,1
Update,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,0,1,1,3,0,159,5,0,3,27,1
Promotional,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0,0,0,3,0,133,1,0,1,24,1
Malicious,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0,1,1,3,0,155,5,0,1,25,1
Promotional,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,0,1,0,2,0,159,3,0,3,29,1
Indecent,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0,6,0,5,0,146,3,0,2,23,1
Promotional,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",0,0,0,3,0,138,1,0,0,24,1
Malicious,"Think ur smart ? Win ???ś200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",0,2,0,2,0,134,5,0,2,25,5
Promotional,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,0,1,0,1,0,157,1,1,2,27,1
Promotional,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,0,0,0,2,0,128,0,0,2,24,1
Malicious,Valentines Day Special! Win over ???ś1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,0,1,0,1,0,159,1,1,2,27,5
Indecent,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,0,0,1,2,0,111,4,0,0,20,1
Malicious,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,0,0,5,0,150,2,0,1,23,1
Malicious,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,0,7,0,3,0,148,2,1,0,22,1
Promotional,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",0,3,0,1,0,165,1,1,5,25,1
Update,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0,0,1,1,0,129,1,1,0,16,1
Update,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",0,0,0,2,0,157,2,1,0,26,1
Promotional,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",0,1,0,0,0,149,1,1,0,22,1
Promotional,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,0,0,0,1,0,155,1,1,2,26,1
Promotional,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x???ś150pw to e???śnd txt stop",0,0,0,5,0,158,4,0,1,32,5
Indecent,100 dating service cal;l 09064012103 box334sk38ch,0,0,0,0,0,49,0,1,0,6,1
Malicious,FREE entry into our ???ś250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,0,0,1,2,0,107,4,0,1,18,5
Promotional,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,0,1,0,8,0,159,7,1,1,32,1
Indecent,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,0,0,0,0,0,162,0,1,1,27,1
Malicious,URGENT! Your Mobile number has been awarded with a ???ś2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,0,0,0,0,0,137,2,1,1,22,5
Malicious,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,0,1,0,3,0,157,2,1,1,26,1
Promotional,"Loan for any purpose ???ś500 - ???ś75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,2,0,2,0,164,0,0,0,28,5
Promotional,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",0,1,0,0,0,175,3,0,1,29,1
Malicious,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,0,1,0,2,0,161,3,1,2,27,1
Indecent,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,0,0,0,4,0,159,1,0,1,27,1
Malicious,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",0,0,1,1,0,146,4,1,1,23,1
Malicious,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",0,2,0,5,0,160,3,1,4,27,1
Update,#ERROR!,0,0,0,0,0,7,1,0,2,1,0
Malicious,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ???ś500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",0,2,0,4,0,148,3,0,2,25,5
Promotional,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,0,0,0,5,0,146,5,0,2,32,1
Malicious,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,0,2,1,1,0,89,0,0,0,13,1
Malicious,"URGENT!: Your Mobile No. was awarded a ???ś2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",0,4,0,0,0,145,3,0,3,24,5
Malicious,"Today's Offer! Claim ur ???ś150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ???ś3.00 Sub. 16 . Unsub reply X",0,0,0,4,0,160,3,1,4,28,5
Update,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,0,0,0,2,0,111,1,0,0,20,1
Update,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,0,3,0,1,0,145,2,2,1,19,1
Update,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,0,2,1,2,0,96,0,0,2,10,1
Malicious,GENT! We are trying to contact you. Last weekends draw shows that you won a ???ś1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,0,0,0,3,0,159,3,1,1,27,5
Malicious,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",0,0,0,0,0,69,0,1,1,12,1
Malicious,"our mobile number has won ???ś5000, to claim calls us back or ring the claims hot line on 09050005321.",0,0,0,3,0,100,0,1,0,19,5
Promotional,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,0,0,0,2,0,149,0,1,0,29,1
Promotional,"For ur chance to win a ???ś250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",0,3,1,2,0,127,2,1,1,19,5
Malicious,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,0,1,0,2,0,142,2,1,2,24,1
Update,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,0,3,0,1,0,148,4,2,1,21,1
Update,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,0,0,0,0,0,86,1,0,1,13,1
Promotional,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,0,2,0,3,0,134,12,2,4,17,1
Promotional,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,0,0,0,2,0,140,4,0,1,30,1
Indecent,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,0,0,1,6,0,130,3,0,0,25,1
Malicious,Todays Vodafone numbers ending with 4882 are selected to a receive a ???ś350 award. If your number matches call 09064019014 to receive your ???ś350 award.,0,0,0,0,0,150,0,1,0,25,5
Update,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",0,4,1,4,0,143,2,0,1,22,1
Update,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,0,3,0,1,0,136,4,1,1,20,1
Malicious,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",0,0,0,1,0,97,4,1,2,17,1
Update,88800 and 89034 are premium phone services call 08718711108,0,0,0,0,0,59,0,1,0,9,1
Update,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",0,0,0,2,0,93,3,0,3,17,1
Promotional,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just ???ś1.50 per wk 2 opt out send STOP 08452810071 16,0,0,0,6,0,154,6,1,1,32,5
Indecent,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,0,2,0,6,0,158,5,0,0,35,1
Malicious,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,0,0,0,0,0,111,1,1,0,15,1
Update,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",0,2,1,2,0,155,2,0,0,24,1
Promotional,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,0,1,0,1,0,160,1,1,3,26,1
Malicious,08714712388 between 10am-7pm Cost 10p,0,1,0,0,0,37,0,1,0,5,1
Update,#ERROR!,0,0,0,0,0,7,1,0,2,1,0
Malicious,You have WON a guaranteed ???ś1000 cash or a ???ś2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,0,1,0,1,0,147,1,1,0,24,5
Update,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,0,1,0,0,0,101,0,0,0,13,1
Malicious,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY ???ś10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,0,1,0,3,0,149,5,0,4,25,5
Update,U are subscribed to the best Mobile Content Service in the UK for ???ś3 per 10 days until you send STOP to 82324. Helpline 08706091795,0,0,0,2,0,132,3,1,0,25,5
Indecent,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",0,0,0,1,0,102,0,0,0,18,1
Update,You have an important customer service announcement from PREMIER.,0,0,0,0,0,65,1,0,0,9,1
Promotional,"Romantic Paris. 2 nights, 2 flights from ???ś79 Book now 4 next year. Call 08704439680Ts&Cs apply.",0,0,0,3,0,96,0,1,1,16,5
Malicious,Urgent Ur ???ś500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 ???ś1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,0,3,0,1,0,161,2,1,1,15,5
Promotional,UR awarded a City Break and could WIN a ???ś200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 ???ś1.50perWKsub,0,0,0,2,0,151,4,0,1,23,5
Update,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,0,0,0,0,0,99,2,0,1,15,1
Indecent,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),0,1,0,1,0,129,2,0,0,23,1
Promotional,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, ???ś3 per pole. UnSub 08718727870.",0,0,0,2,0,158,1,1,0,26,5
Promotional,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",0,1,0,0,0,160,3,0,1,27,1
Promotional,"Last Chance! Claim ur ???ś150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. ???ś3.00 Sub. 16",0,0,0,3,0,154,4,0,4,26,5
Promotional,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,0,2,1,4,0,162,3,0,1,29,1
Malicious,You have won a guaranteed ???ś200 award or even ???ś1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,0,1,0,2,0,143,4,1,0,27,5
Malicious,Congratulations ur awarded either ???ś500 of CD gift vouchers & Free entry 2 our ???ś100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,0,0,5,0,150,2,0,1,23,5
Update,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",0,1,0,4,0,133,4,0,0,23,1
Update,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",0,2,1,4,0,156,5,1,0,20,1
Promotional,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,0,0,0,6,0,161,0,1,0,31,1
Indecent,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,0,0,0,5,0,147,6,2,0,27,1
Update,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",0,4,1,3,0,152,2,0,1,24,1
Promotional,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,0,0,0,2,0,149,2,1,0,28,1
Promotional,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,0,0,0,3,0,155,2,1,0,28,1
Malicious,Last chance 2 claim ur ???ś150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. ???ś3.00 Sub. 16 . Remove txt X or STOP,0,2,0,5,0,162,4,1,1,28,5
Malicious,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0,2,0,2,0,152,5,1,2,26,1
Malicious,"Today's Offer! Claim ur ???ś150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. ???ś3.00 Sub. 16 . Unsub reply X",0,0,0,4,0,160,3,1,4,28,5
Indecent,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,0,0,0,3,0,144,1,0,2,28,1
Malicious,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net ???ś1.50pm approx 3mins,0,0,1,3,0,161,1,1,1,24,5
Update,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,0,3,0,1,0,149,5,1,1,22,1
Indecent,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,0,0,0,5,0,134,1,0,0,28,1
Promotional,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,0,0,0,3,0,154,1,0,2,32,1
Malicious,"Shop till u Drop, IS IT YOU, either 10K, 5K, ???ś500 Cash or ???ś100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",0,0,0,2,0,158,8,1,0,28,5
Malicious,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ???ś1.50 SP:Tyrone,0,0,0,5,0,137,2,0,1,26,5
Indecent,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,0,3,0,3,0,132,2,1,0,24,1
Indecent,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,0,5,0,3,0,143,2,1,0,24,1
Update,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,0,3,0,0,0,127,0,0,0,20,1
Update,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",0,0,0,2,0,158,5,0,0,29,1
Promotional,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",0,0,0,4,0,162,2,0,3,26,1
Indecent,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",0,3,0,2,0,155,0,2,2,24,1
Malicious,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over ???ś1million to give away ! ppt150x3+normal text rate box403 w1t1jy,0,1,0,5,0,140,0,0,5,26,5
Malicious,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or ???ś1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",0,1,0,2,0,159,3,1,1,23,5
Malicious,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or ???ś10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",0,2,0,1,0,149,4,1,2,23,5
Indecent,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),0,1,0,2,0,132,2,0,1,24,1
Malicious,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,6,0,3,0,137,5,1,0,24,1
Indecent,Filthy stories and GIRLS waiting for your,0,0,0,0,0,41,1,0,0,7,1
Malicious,URGENT! We are trying to contact U. Todays draw shows that you have won a ???ś800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,0,0,0,2,0,157,4,1,1,27,5
Malicious,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",0,0,0,6,0,141,2,1,2,22,1
